npi,nppes_provider_last_org_name,nppes_provider_first_name,nppes_provider_city,nppes_provider_state,specialty_description,description_flag,drug_name,generic_name,bene_count,total_claim_count,total_30_day_fill_count,total_day_supply,total_drug_cost,bene_count_ge65,bene_count_ge65_suppress_flag,total_claim_count_ge65,ge65_suppress_flag,total_30_day_fill_count_ge65,total_day_supply_ge65,total_drug_cost_ge65,years_of_exp
-2075969944,BAKER,SANDRA,NORTH WILKESBORO,NC,Family Practice,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,23,64,108.0,3240,1001.69,"",#,"",#,"","","",= 43.0
-1400210169,FETCHIK,WILLIAM,QUARRYVILLE,PA,Family Practice,S,TROSPIUM CHLORIDE,TROSPIUM CHLORIDE,"",14,18.0,540,1641.52,"",*,14,"",18.0,540,1641.52,= 34.0
-1996000855,BALDONADO,REGINALD PIUS,SURPRISE,AZ,Family Practice,S,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,"",12,12.0,195,119.28,"",*,"",*,"","","",= 41.0
-1743685757,RAHEJA,DEEPAK,CLEVELAND,OH,Neurology,S,OMEPRAZOLE,OMEPRAZOLE,11,41,45.0,1275,236.02,"",*,"",*,"","","",= 54.0
2147201091,FOWLER,MARK,UNION CITY,TN,Family Practice,S,TRAZODONE HCL,TRAZODONE HCL,21,63,67.2,2012,604.29,"",#,"",#,"","","",= 52.0
-1955560542,PATEL,AKASH,ATLANTA,GA,Hospitalist,T,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,"",12,22.0,660,374.7,"",*,"",*,"","","",= 43.0
-1804360839,PEREZ-ESPINOSA,JUAN,MIAMI,FL,Internal Medicine,S,ALPRAZOLAM,ALPRAZOLAM,16,93,111.0,3330,560.25,"",#,"",#,"","","",= 45.0
-1531207868,BREKKE,BROOKE,FARGO,ND,Nurse Practitioner,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,18,25,26.4,475,505.7,"",#,"",#,"","","",= 53.0
-2086095038,SOBAS,AMY,PORTAGE,IN,Nurse Practitioner,S,MELOXICAM,MELOXICAM,17,36,94.0,2804,398.12,"",#,"",#,"","","",= 38.0
2026286073,HORNING,MATTHEW,ASHLAND,WI,Family Practice,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,37,140,363.1,10878,3982.82,"",#,113,"",295.2,8839,2716.07,= 51.0
-1874951674,BOYLE,MICHELLE,MIDDLETOWN,RI,Family Practice,S,METOPROLOL TARTRATE,METOPROLOL TARTRATE,31,180,285.0,8550,1148.6,"",#,167,"",264.0,7920,1025.87,= 38.0
-1773893018,BLASICK,VONDA,HARRISBURG,PA,Nurse Practitioner,S,VENTOLIN HFA,ALBUTEROL SULFATE,12,32,32.0,576,1693.52,0,"",0,"",0.0,0,0.0,= 46.0
-1420319873,YOUSSEF,RULA,LAWRENCE,MA,Family Practice,S,MIRTAZAPINE,MIRTAZAPINE,12,39,73.0,2190,505.58,"",#,"",#,"","","",= 38.0
-1581873532,ESHO,AZHAR,SOUTHFIELD,MI,Internal Medicine,S,LABETALOL HCL,LABETALOL HCL,"",17,17.0,433,692.27,"",#,"",#,"","","",= 49.0
-1440645629,SCHABERG,JOHN,WEST COLUMBIA,SC,Gastroenterology,S,LIALDA,MESALAMINE,"",35,37.0,1110,30348.96,"",#,"",#,"","","",= 51.0
2016920431,STEWART,CAROL,LONGWOOD,FL,Family Practice,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,61,113,113.0,2609,2727.34,43,"",75,"",75.0,1696,1702.4,= 34.0
-2006079227,MOGHADDAM,ARASH,BELLEVUE,WA,Psychiatry,S,CITALOPRAM HBR,CITALOPRAM HYDROBROMIDE,17,61,75.0,2178,330.1,"",#,"",#,"","","",= 41.0
-1996257307,JHA,SACHCIHIDANA,BENTON HARBOR,MI,Internal Medicine,S,INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML","",35,48.8,1373,499.84,"",*,17,"",30.6,902,321.13,= 42.0
-1955819667,HOPPLE,CRAIG,TOLEDO,OH,Internal Medicine,S,CEFTRIAXONE,CEFTRIAXONE SODIUM,23,47,47.0,175,1077.28,"",#,"",#,"","","",= 48.0
-1349573530,SMEDEGARD,JAMES,PALOS HEIGHTS,IL,Psychiatry,S,ADDERALL XR,DEXTROAMPHETAMINE/AMPHETAMINE,"",12,12.0,360,2655.93,"",*,12,"",12.0,360,2655.93,= 40.0
2036443826,CAO,YAN,GREEN BAY,WI,Nurse Practitioner,S,DIVALPROEX SODIUM,DIVALPROEX SODIUM,"",28,30.0,900,623.93,0,"",0,"",0.0,0,0.0,= 47.0
-1985115177,SHAREEF,NAYYAR,COLUMBUS,OH,Family Practice,S,PROAIR HFA,ALBUTEROL SULFATE,11,28,30.1,586,1528.46,"",#,"",#,"","","",= 35.0
2006805418,CHRISTINA,MELANIE,DALLAS,TX,Internal Medicine,S,VENLAFAXINE HCL ER,VENLAFAXINE HCL,"",21,43.0,1290,548.23,"",*,21,"",43.0,1290,548.23,= 45.0
-1925519587,FIELDS,CLIVE,HOUSTON,TX,Family Practice,S,LOVASTATIN,LOVASTATIN,13,43,109.0,3232,922.2,13,"",43,"",109.0,3232,922.2,= 40.0
-1420368448,BISBEE,DAVID,STOWE,VT,Family Practice,S,CLONAZEPAM,CLONAZEPAM,"",55,55.0,1572,351.31,"",*,42,"",42.0,1182,319.21,= 46.0
-1389769345,ALLADA,PRASANNA,OWENS CROSS ROADS,AL,Family Practice,S,PAROXETINE HCL,PAROXETINE HCL,"",26,54.0,1620,564.65,"",*,26,"",54.0,1620,564.65,= 39.0
2117039834,CARTEAUX,TED,OXFORD,NC,Physician Assistant,S,PROPRANOLOL HCL ER,PROPRANOLOL HCL,"",15,23.0,690,1880.87,"",*,15,"",23.0,690,1880.87,= 32.0
2016964463,FERTEL,HOWARD,SOUTHFIELD,MI,Emergency Medicine,S,CIPROFLOXACIN HCL,CIPROFLOXACIN HCL,13,13,13.0,84,85.83,"",#,"",#,"","","",= 52.0
-1410365761,LOPER,WILLIAM,RIDGELAND,MS,Family Practice,S,MONTELUKAST SODIUM,MONTELUKAST SODIUM,14,50,82.0,2460,763.27,"",#,"",#,"","","",= 49.0
-1794234895,FERNANDEZ,SHARON,SAN ANTONIO,TX,Family Practice,S,RANITIDINE HCL,RANITIDINE HCL,49,97,159.0,4770,2718.54,37,"",65,"",109.0,3270,2191.26,= 46.0
-2117249870,GUNDAVARAM,PAWAN,PATERSON,NJ,Hematology-Oncology,S,ONDANSETRON HCL,ONDANSETRON HCL,"",15,15.0,201,198.65,"",#,"",#,"","","",= 47.0
-2117247781,LIPKE,KYLE,CRESCENT,OK,Physician Assistant,S,DULOXETINE HCL,DULOXETINE HCL,11,60,84.0,2508,2680.01,"",*,35,"",59.0,1758,2062.53,= 54.0
-1501179558,MEHTA,BHASKER,ARLINGTON,TX,Nephrology,S,MATZIM LA,DILTIAZEM HCL,"",17,19.0,345,625.51,0,"",0,"",0.0,0,0.0,= 39.0
-1440374368,BHATTARAI,BIRENDRA,MOUNT DORA,FL,Internal Medicine,S,LOVASTATIN,LOVASTATIN,21,69,207.0,6210,999.34,"",#,"",#,"","","",= 50.0
-1804316477,LITCHMAN,CHARISSE,STAMFORD,CT,Osteopathic Manipulative Medicine,S,EXELON,RIVASTIGMINE,"",23,31.0,930,15912.84,"",*,12,"",20.0,600,9993.88,= 43.0
-1895173693,RAYNOR,ROY,BENSON,NC,Optometry,S,ALPHAGAN P,BRIMONIDINE TARTRATE,"",18,23.5,705,4159.16,"",*,"",*,"","","",= 51.0
-1622395726,SMITH,ELAINE,ONAWAY,MI,Family Practice,S,CYCLOBENZAPRINE HCL,CYCLOBENZAPRINE HCL,"",20,20.0,500,62.53,"",*,"",*,"","","",= 31.0
-2046716847,REISER,GREGORY,MILWAUKEE,WI,Cardiovascular Disease (Cardiology),S,SOTALOL,SOTALOL HCL,"",17,41.0,1214,445.44,"",#,"",#,"","","",= 30.0
-1874914887,POTTER,THOMAS,LIHUE,HI,Dermatology,S,DESOXIMETASONE,DESOXIMETASONE,20,31,31.0,765,4096.94,20,"",31,"",31.0,765,4096.94,= 36.0
-2056800839,TOKAR,STANLEY,HUNTINGTON,NY,Internal Medicine,S,PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,52,211,323.0,9515,2550.68,"",#,192,"",304.0,8961,2227.16,= 48.0
-1410329710,KERBO,JOHN,CINCINNATI,OH,Family Practice,S,SELENIUM SULFIDE,SELENIUM SULFIDE,"",12,12.0,360,247.2,0,"",0,"",0.0,0,0.0,= 42.0
-1783034256,FRAM,AKRAM,LAPEER,MI,General Practice,S,ROPINIROLE HCL,ROPINIROLE HCL,"",11,25.0,750,179.15,"",*,"",*,"","","",= 33.0
-2137475056,MARTIN,ARCELIA,BALDWIN PARK,CA,Internal Medicine,S,INSULIN SYRINGE,"SYRING-NEEDL,DISP,INSUL,0.3 ML",11,29,58.3,1740,556.38,11,"",29,"",58.3,1740,556.38,= 39.0
2036210556,MCCARTHY,ANDREW,EASTON,MD,Neurology,S,GABAPENTIN,GABAPENTIN,14,22,22.0,588,326.32,"",#,"",#,"","","",= 52.0
-2117332938,DEASEY,KAREN,BRYN MAWR,PA,Dermatology,S,CLOBETASOL PROPIONATE,CLOBETASOL PROPIONATE,39,55,57.0,1116,11548.16,"",#,"",#,"","","",= 49.0
-2127506408,ESGUERRA,EDEN,JOPLIN,MO,Infectious Disease,S,FENOFIBRIC ACID,FENOFIBRIC ACID (CHOLINE),"",12,12.0,360,540.0,"",*,12,"",12.0,360,540.0,= 53.0
2117915437,AMARAL,CARMEN,SAN JUAN,PR,Ophthalmology,S,FLUOROMETHOLONE,FLUOROMETHOLONE,27,46,56.5,1456,2863.22,"",#,"",#,"","","",= 33.0
-1743742278,DUA,MONICA,NORTH VERSAILLES,PA,Internal Medicine,S,MUPIROCIN,MUPIROCIN,18,21,21.0,170,223.62,"",#,"",#,"","","",= 54.0
-1773951882,SAINI,GURSHARAN,DELANO,CA,Pulmonary Disease,S,MECLIZINE HCL,MECLIZINE HCL,12,19,20.2,567,347.76,12,"",19,"",20.2,567,347.76,= 36.0
-2016465351,SHEERER,JAMES,SCRANTON,PA,Internal Medicine,S,BENICAR,OLMESARTAN MEDOXOMIL,"",22,28.0,840,7385.12,"",*,22,"",28.0,840,7385.12,= 44.0
-1531363595,SIMMONS,ANGELA,LITTLE ROCK,AR,Nurse Practitioner,S,AMIODARONE HCL,AMIODARONE HCL,"",23,29.0,855,247.93,"",*,23,"",29.0,855,247.93,= 51.0
-1470879800,HEIM,WILLIAM,DUNMORE,PA,Hematology-Oncology,S,ACYCLOVIR,ACYCLOVIR,"",14,14.0,332,461.46,"",*,"",*,"","","",= 43.0
-1905233687,VU,GIANG,TACOMA,WA,Physician Assistant,S,HYDROCODONE-ACETAMINOPHEN,HYDROCODONE/ACETAMINOPHEN,"",20,20.0,549,342.38,"",*,"",*,"","","",= 34.0
-1723551667,TREHARNE,JOHN,WINTER SPRINGS,FL,Family Practice,S,LISINOPRIL,LISINOPRIL,69,362,585.0,17527,1334.9,"",#,"",#,"","","",= 52.0
2107976300,WOLF,AMY,SACRAMENTO,CA,Internal Medicine,S,SPIRONOLACTONE,SPIRONOLACTONE,"",19,56.7,1700,278.43,"",*,19,"",56.7,1700,278.43,= 50.0
-1652515164,KIRWAN,BERTHA,DAYTON,OH,Nurse Practitioner,S,ANORO ELLIPTA,UMECLIDINIUM BRM/VILANTEROL TR,"",25,30.0,900,9246.98,"",*,"",*,"","","",= 50.0
2056385808,AREKAPUDI,LAKSHMI,BAY CITY,MI,Internal Medicine,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,40,149,281.7,8185,3566.71,"",#,129,"",237.6,6898,3166.85,= 41.0
2147223573,TRAYLOR,THOMAS,KNOXVILLE,TN,Obstetrics & Gynecology,S,PROGESTERONE,"PROGESTERONE, MICRONIZED","",18,24.0,694,883.49,"",#,"",#,"","","",= 55.0
2006012536,TINDOC,LORELANE,CLIFTON,NJ,Family Practice,S,ENALAPRIL MALEATE,ENALAPRIL MALEATE,"",16,48.0,1440,469.89,"",*,16,"",48.0,1440,469.89,= 52.0
-1854650783,MOUSSA,RONNIE,WICHITA,KS,Nephrology,S,DOXAZOSIN MESYLATE,DOXAZOSIN MESYLATE,"",39,69.0,2070,1086.52,"",#,"",#,"","","",= 32.0
-2016400804,TOLENTINO,ANNABELLE,BELOIT,WI,Internal Medicine,S,IRBESARTAN,IRBESARTAN,"",11,33.0,990,202.88,"",*,11,"",33.0,990,202.88,= 53.0
-1874718620,WHITE,WILLIAM,TEMPLE,TX,Optometry,S,DORZOLAMIDE-TIMOLOL,DORZOLAMIDE HCL/TIMOLOL MALEAT,"",13,29.0,854,493.79,"",*,13,"",29.0,854,493.79,= 42.0
-1379721366,MEHRA,SANJEEV,SAN ANTONIO,TX,Nurse Practitioner,S,TRAMADOL HCL,TRAMADOL HCL,12,12,12.0,71,40.13,"",*,"",*,"","","",= 51.0
-1561783991,CASTANEDA,HUGO,SAN ANTONIO,TX,Internal Medicine,S,NIFEDIPINE ER,NIFEDIPINE,13,35,100.0,3000,1878.12,"",#,"",#,"","","",= 51.0
-1460786351,GRIFFIN,CHRISTOPHER,ALEXANDRIA,LA,Family Practice,S,INVOKANA,CANAGLIFLOZIN,"",41,41.0,1230,15850.2,"",#,"",#,"","","",= 38.0
-1945738546,REED,JOYCE,SIKESTON,MO,Family Practice,S,FENOFIBRATE,FENOFIBRATE NANOCRYSTALLIZED,"",37,37.0,1110,1311.93,"",*,24,"",24.0,720,982.1,= 38.0
-1551482413,FARMER WHITESIDE,JANE,BISHOPVILLE,SC,Nurse Practitioner,S,FLOVENT HFA,FLUTICASONE PROPIONATE,"",14,14.0,420,4619.89,"",*,14,"",14.0,420,4619.89,= 37.0
-1561463216,BARKER,BRIANNA,MILWAUKEE,WI,Nurse Practitioner,S,ELIQUIS,APIXABAN,"",17,17.0,510,6057.09,"",*,17,"",17.0,510,6057.09,= 34.0
-1662902432,BURCK,HARRY,MC MINNVILLE,TN,Internal Medicine,S,TRIAMCINOLONE ACETONIDE,TRIAMCINOLONE ACETONIDE,20,25,25.5,425,290.1,20,"",25,"",25.5,425,290.1,= 33.0
-1672865613,FRIDAY,DWAYNE,EL PASO,TX,Internal Medicine,S,CHLORTHALIDONE,CHLORTHALIDONE,12,25,67.0,2010,1598.33,"",#,"",#,"","","",= 48.0
-1622551346,TANABE,FRED,AIEA,HI,Internal Medicine,S,FELODIPINE ER,FELODIPINE,"",36,98.0,2940,2138.37,"",*,36,"",98.0,2940,2138.37,= 51.0
-1804214079,SARKARI,NEVILLE,OWENSBORO,KY,Internal Medicine,S,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,"",11,11.0,303,188.16,"",*,11,"",11.0,303,188.16,= 40.0
-1389067849,PINTO,SUZETTE,FALL RIVER,MA,Family Practice,S,DIGOXIN,DIGOXIN,"",29,29.0,655,687.36,"",*,29,"",29.0,655,687.36,= 33.0
-1671990435,CRENSHAW,SHREAREST,MEMPHIS,TN,Family Practice,S,CLONIDINE HCL,CLONIDINE HCL,"",12,20.0,585,109.36,"",#,"",#,"","","",= 36.0
-1369706056,MODI,PREETI,SPRINGFIELD,MO,Internal Medicine,S,PRAZOSIN HCL,PRAZOSIN HCL,"",23,23.0,690,211.9,"",*,23,"",23.0,690,211.9,= 38.0
-1632460851,SHUGARMAN,ILICIA,JACKSONVILLE BEACH,FL,Hematology-Oncology,S,HYDROXYUREA,HYDROXYUREA,"",17,33.0,990,579.81,"",*,17,"",33.0,990,579.81,= 33.0
-2107263549,KOSTIC,BILJANA,BERMUDA DUNES,CA,Internal Medicine,S,PROVENTIL HFA,ALBUTEROL SULFATE,"",11,12.1,363,1632.07,0,"",0,"",0.0,0,0.0,= 40.0
2066522038,GOMEZ HERNANDEZ,JUAN,YABUCOA,PR,General Practice,S,TAMOXIFEN CITRATE,TAMOXIFEN CITRATE,"",16,16.0,480,330.79,"",*,16,"",16.0,480,330.79,= 53.0
-1753368816,REILLY,LISA,TUCSON,AZ,Nurse Practitioner,S,FELODIPINE ER,FELODIPINE,"",13,13.0,366,717.73,"",*,13,"",13.0,366,717.73,= 44.0
-1400197297,SIDHWA,DINSHAW,SAINT MARYS,GA,Family Practice,S,ALPRAZOLAM,ALPRAZOLAM,26,87,97.0,2885,567.63,"",#,"",#,"","","",= 47.0
-1895174370,ARSENAULT,DIANE,PLYMOUTH,NH,Family Practice,S,METHADONE HCL,METHADONE HCL,"",44,45.0,1234,1268.48,"",*,21,"",22.0,645,579.07,= 50.0
-1974995967,FERGUSON,RODNEY,ALCOA,TN,Family Practice,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,14,62,125.0,3727,1979.2,"",#,48,"",105.0,3127,1708.0,= 33.0
-2137495888,HUBBARD,PEGGY,DEADWOOD,SD,Physician Assistant,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,"",39,73.0,2190,1204.6,"",*,39,"",73.0,2190,1204.6,= 30.0
-1713302682,UPCHURCH,GILBERT,GAINESVILLE,FL,Vascular Surgery,S,PIPERACILLIN-TAZOBACTAM,PIPERACILLIN SODIUM/TAZOBACTAM,"",17,17.0,80,4438.76,"",*,"",*,"","","",= 38.0
2096791958,KERNAN,NICOLA,MERRIMACK,NH,Family Practice,S,AMITRIPTYLINE HCL,AMITRIPTYLINE HCL,"",33,59.8,1794,685.33,"",*,20,"",44.8,1344,450.13,= 44.0
-2046656738,IANNINI,GEORGE,DANBURY,CT,Internal Medicine,S,CIPROFLOXACIN HCL,CIPROFLOXACIN HCL,"",11,11.0,51,75.14,"",*,"",*,"","","",= 35.0
-2097079756,ZINN,WILLIAM,CAMBRIDGE,MA,Internal Medicine,S,RISPERIDONE,RISPERIDONE,11,68,68.0,1796,1460.28,"",*,55,"",55.0,1529,950.7,= 47.0
-2036653779,STAHL,DAVID,MIDDLEPORT,NY,Internal Medicine,S,ISOSORBIDE DINITRATE,ISOSORBIDE DINITRATE,"",25,29.0,870,1164.35,"",*,25,"",29.0,870,1164.35,= 48.0
-1753705003,DEUTSCH,SAMUEL,LAWRENCEVILLE,GA,Geriatric Medicine,S,METFORMIN HCL,METFORMIN HCL,15,50,114.8,3443,446.46,"",#,"",#,"","","",= 41.0
-2107203587,BUBSER,JOHN,LANDOVER,MD,Podiatry,S,ALLOPURINOL,ALLOPURINOL,"",22,22.0,660,243.84,"",*,"",*,"","","",= 51.0
-1511303199,FRANCIS,BRIAN,SOUTH WILLIAMSON,KY,Internal Medicine,S,COMBIVENT RESPIMAT,IPRATROPIUM/ALBUTEROL SULFATE,"",14,20.0,582,6337.41,"",*,"",*,"","","",= 50.0
-2006068642,GENAW,ANDREW,MILWAUKEE,WI,Physician Assistant,S,NAPROXEN,NAPROXEN,12,12,12.0,120,62.1,"",*,"",*,"","","",= 31.0
-2046742256,MARTINEZ,REYNALDO,ROSWELL,NM,Family Practice,S,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,39,146,326.0,9780,2857.3,"",#,135,"",293.0,8790,2690.66,= 54.0
-1662585807,MEHTA,DHARMESH,MAYFIELD VILLAGE,OH,Internal Medicine,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,"",18,25.0,735,192.52,"",#,"",#,"","","",= 37.0
2056523978,MALDONADO,EMILY,WESTPORT,WA,Physician Assistant,S,LISINOPRIL,LISINOPRIL,22,95,180.0,5400,726.66,"",#,66,"",135.0,4050,601.1,= 40.0
-1773822553,WACHTMEISTER,ERIKA,AMSTERDAM,NY,Internal Medicine,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,21,102,196.0,5880,3533.11,"",#,"",#,"","","",= 54.0
-1440266278,DOMBROWSKI,ROXANNE,LACONIA,NH,Nurse Practitioner,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,"",19,19.0,570,399.72,"",*,19,"",19.0,570,399.72,= 32.0
-2056774067,GUESS,DIETTA,ELKTON,KY,Nurse Practitioner,S,RISEDRONATE SODIUM,RISEDRONATE SODIUM,"",14,19.4,560,2771.07,"",*,14,"",19.4,560,2771.07,= 49.0
-1309312072,CONNOLLY,PATRICK,PORTLAND,ME,Family Practice,S,ONDANSETRON HCL,ONDANSETRON HCL,"",14,14.0,86,140.44,"",*,"",*,"","","",= 37.0
-1329526972,MANSFIELD,WILMA,POMEROY,OH,Family Practice,S,PROMETHAZINE HCL,PROMETHAZINE HCL,"",18,18.0,262,109.08,"",#,"",#,"","","",= 48.0
-1713402714,BOLDING,JULIA,LITTLETON,NH,Rheumatology,S,MELOXICAM,MELOXICAM,14,46,74.0,2220,228.49,"",*,30,"",58.0,1740,201.82,= 35.0
-1319350929,AHMED,HUMA,COLUMBUS,GA,Rheumatology,S,DICYCLOMINE HCL,DICYCLOMINE HCL,"",15,37.3,1120,165.94,"",*,"",*,"","","",= 31.0
2096778402,OJEBUOBOH,IBIKUNLE,JACKSONVILLE,NC,Internal Medicine,S,LANSOPRAZOLE,LANSOPRAZOLE,"",19,19.0,570,458.75,"",*,19,"",19.0,570,458.75,= 32.0
-1763960820,MCDONALD,E,JACKSON,MO,Optometry,S,COMBIGAN,BRIMONIDINE TARTRATE/TIMOLOL,"",15,15.7,351,2055.22,"",*,"",*,"","","",= 49.0
-1379704741,NOLAN,STEPHANIE,BAKER,LA,Nurse Practitioner,S,SPIRIVA,TIOTROPIUM BROMIDE,"",21,37.0,1110,12116.89,"",*,21,"",37.0,1110,12116.89,= 32.0
-1430496379,WOLF,KARL,MANTECA,CA,Family Practice,S,THEOPHYLLINE ANHYDROUS,THEOPHYLLINE ANHYDROUS,15,41,56.1,1615,1493.37,15,"",41,"",56.1,1615,1493.37,= 35.0
2076670429,MUCCIARDI,NICK,FALL RIVER,MA,Pulmonary Disease,S,TRAMADOL HCL,TRAMADOL HCL,"",13,17.0,422,242.27,"",#,"",#,"","","",= 38.0
-2127551025,SHETTY,ATHMARAM,SAINT LOUIS,MO,Internal Medicine,S,METOPROLOL SUCCINATE,METOPROLOL SUCCINATE,60,294,590.0,17541,9391.23,"",#,259,"",535.0,15891,8704.41,= 43.0
-1824495878,FLEISHMAN,LAWRENCE,CHARLOTTE,NC,Internal Medicine,S,AMLODIPINE BESYLATE-BENAZEPRIL,AMLODIPINE BESYLATE/BENAZEPRIL,"",21,53.0,1590,1124.9,"",*,21,"",53.0,1590,1124.9,= 39.0
-1521458463,HAGHIGHI,MICHAEL,JACKSONVILLE,FL,Family Practice,S,RAMIPRIL,RAMIPRIL,"",25,45.0,1350,198.59,"",*,25,"",45.0,1350,198.59,= 39.0
-1541204599,DOKEY,JERRID,MILWAUKEE,WI,Physician Assistant,S,SULFAMETHOXAZOLE-TRIMETHOPRIM,SULFAMETHOXAZOLE/TRIMETHOPRIM,13,13,13.0,125,64.58,"",*,"",*,"","","",= 42.0
-1541380827,BUNICK,ELAINE,OAK RIDGE,TN,Endocrinology,S,TRI-SPRINTEC,NORGESTIMATE-ETHINYL ESTRADIOL,"",12,12.0,336,335.64,0,"",0,"",0.0,0,0.0,= 35.0
-2046602460,XU,XINQI,ELMHURST,NY,Family Practice,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,"",25,53.0,1590,682.85,"",#,"",#,"","","",= 52.0
-1935305521,SINHA,GHAZAL,BAY CITY,MI,Family Practice,S,AMLODIPINE BESYLATE,AMLODIPINE BESYLATE,13,58,60.0,1800,79.77,"",*,34,"",36.0,1080,44.26,= 55.0
-1925495941,WAISMAN,MARINA,TAMPA,FL,Psychiatry,S,LORAZEPAM,LORAZEPAM,"",27,37.0,1110,132.91,"",*,"",*,"","","",= 37.0
-1349689286,SANDERS,STEPHEN,SAINT LOUIS,MO,Internal Medicine,S,METRONIDAZOLE,METRONIDAZOLE,12,16,16.0,242,619.09,"",#,"",#,"","","",= 50.0
-2036569346,BOOTHE,JULIA,REFORM,AL,Family Practice,S,AZELASTINE HCL,AZELASTINE HCL,"",24,26.0,658,1762.79,"",#,"",#,"","","",= 55.0
2026446047,SUZUKI,ERIKO,MAMMOTH LAKES,CA,Nurse Practitioner,S,FLUTICASONE PROPIONATE,FLUTICASONE PROPIONATE,"",11,11.0,330,118.52,"",*,"",*,"","","",= 38.0
-1479971596,STAPLETON,LOISANN,NEPTUNE,NJ,Nurse Practitioner,S,AMIODARONE HCL,AMIODARONE HCL,"",33,43.5,1305,983.39,"",#,"",#,"","","",= 40.0
-2076003043,SAHGAL,VIVEK,LOGANSPORT,IN,Internal Medicine,S,GLIPIZIDE ER,GLIPIZIDE,55,168,413.7,12361,4143.61,44,"",128,"",320.1,9560,3230.88,= 32.0
-1642545591,VOISHNIS,JODIE-MARIE,SOMERSWORTH,NH,Physician Assistant,S,CEFUROXIME,CEFUROXIME AXETIL,35,39,39.0,391,1692.69,24,"",25,"",25.0,251,1094.8,= 54.0
-1339493062,DIANA,KAREN,YAKIMA,WA,Nurse Practitioner,S,RANITIDINE HCL,RANITIDINE HCL,"",13,13.0,375,77.14,0,"",0,"",0.0,0,0.0,= 32.0
-1420216657,ROMAN,EDILIA,MIAMI,FL,Psychiatry,S,VALPROIC ACID,VALPROIC ACID (AS SODIUM SALT),24,159,159.0,4526,2735.72,24,"",159,"",159.0,4526,2735.72,= 52.0
-1622270763,GALANI,RUPLE,JACKSONVILLE,FL,Cardiovascular Disease (Cardiology),S,ATENOLOL,ATENOLOL,15,45,127.0,3810,395.0,"",#,"",#,"","","",= 32.0
-1642582000,LOPEZ,ESDRAS,MIAMI,FL,Family Practice,S,XARELTO,RIVAROXABAN,"",15,15.0,447,5629.04,"",*,15,"",15.0,447,5629.04,= 48.0
-1743752756,IBRAHIM,MARIA,INDIANAPOLIS,IN,Internal Medicine,S,TAMSULOSIN HCL,TAMSULOSIN HCL,18,62,62.8,1718,1485.71,18,"",62,"",62.8,1718,1485.71,= 36.0
-1561813576,SCHMITT,DAVID,LAMBERTVILLE,NJ,Family Practice,S,AMOXICILLIN-CLAVULANATE POTASS,AMOXICILLIN/POTASSIUM CLAV,15,15,15.0,169,222.35,"",#,"",#,"","","",= 31.0
-2006894716,CUMPER,KEVIN,SAGINAW,MI,Internal Medicine,S,LISINOPRIL,LISINOPRIL,"",13,35.0,1050,104.06,"",#,"",#,"","","",= 37.0
-1925373461,WENDLAND,ROBERT,KANSAS CITY,MO,Internal Medicine,S,ESZOPICLONE,ESZOPICLONE,"",19,19.0,534,540.49,"",*,19,"",19.0,534,540.49,= 32.0
-1935473219,BOYETTE,KRISTA,PHILADELPHIA,MS,Family Practice,S,ALLOPURINOL,ALLOPURINOL,12,63,81.0,2430,562.17,"",#,"",#,"","","",= 43.0
-1591032551,TALAMO,ANA,HARBOR CITY,CA,Internal Medicine,S,VERAPAMIL HCL,VERAPAMIL HCL,"",13,38.8,1164,450.13,"",*,13,"",38.8,1164,450.13,= 55.0
-1703018926,KASPAR,MATTHEW,MOUNT HOLLY,NJ,Nurse Practitioner,S,MELOXICAM,MELOXICAM,"",22,22.0,660,107.09,"",*,22,"",22.0,660,107.09,= 37.0
2107997669,GARZA,ROBERT,GEORGETOWN,TX,Internal Medicine,S,PRAVASTATIN SODIUM,PRAVASTATIN SODIUM,"",11,19.0,570,232.18,"",*,"",*,"","","",= 55.0
-1864952243,PIRTLE,FLOYD,LUBBOCK,TX,Internal Medicine,S,HUMULIN 70-30,INSULIN NPH HUM/REG INSULIN HM,"",41,44.7,1140,7038.95,"",*,24,"",24.0,688,3605.17,= 55.0
